,Movie Name,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
927,Once Upon a Time in... Hollywood,(2019),161 min,7.6,83        ,"781,514",$142.50M,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
928,American Psycho,(2000),102 min,7.6,64        ,"659,624",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
929,Guardians of the Galaxy Vol. 2,(2017),136 min,7.6,67        ,"719,872",$389.81M,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego."
930,A Star Is Born,(2018),136 min,7.6,88        ,"398,876",$215.29M,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
931,Deadpool 2,(2018),119 min,7.6,66        ,"607,878",$324.59M,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable."
932,300,(2006),117 min,7.6,52        ,"838,282",$210.61M,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
933,Moana,(I) (2016),107 min,7.6,81        ,"353,432",$248.76M,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
934,Watchmen,(2009),162 min,7.6,56        ,"563,908",$107.51M,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
935,Superbad,(2007),113 min,7.6,76        ,"601,892",$121.46M,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
936,The Fifth Element,(1997),126 min,7.6,52        ,"487,248",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
937,Sicario,(2015),121 min,7.6,82        ,"447,629",$46.89M,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.
938,Office Space,(1999),89 min,7.6,68        ,"276,569",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.
939,The Royal Tenenbaums,(2001),110 min,7.6,76        ,"302,235",$52.36M,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
940,RoboCop,(1987),102 min,7.6,70        ,"268,374",$53.42M,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
941,Moneyball,(2011),133 min,7.6,87        ,"441,307",$75.61M,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
942,Inside Man,(2006),129 min,7.6,76        ,"384,672",$88.51M,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
943,Kick-Ass,(2010),117 min,7.6,66        ,"576,278",$48.07M,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
944,True Grit,(2010),110 min,7.6,80        ,"347,877",$171.24M,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
945,Hell or High Water,(II) (2016),102 min,7.6,88        ,"239,801",$26.86M,"Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their family ranch."
946,Saw,(2004),103 min,7.6,46        ,"436,439",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
947,Stardust,(2007),127 min,7.6,66        ,"277,785",$38.63M,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
948,Rushmore,(1998),93 min,7.6,86        ,"191,292",$17.11M,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta."
949,The Butterfly Effect,(2004),113 min,7.6,30        ,"502,965",$57.94M,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
950,Star Wars: Episode III - Revenge of the Sith,(2005),140 min,7.6,68        ,"814,006",$380.26M,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
951,Mad Max 2,(1981),96 min,7.6,77        ,"186,602",$12.47M,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
952,Minority Report,(2002),145 min,7.6,80        ,"566,349",$132.07M,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
953,Dark City,(1998),100 min,7.6,66        ,"205,353",$14.38M,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
954,Kung Fu Panda,(2008),92 min,7.6,74        ,"490,723",$215.43M,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
955,My Cousin Vinny,(1992),120 min,7.6,68        ,"132,840",$52.93M,"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
956,Mulan,(1998),87 min,7.6,71        ,"300,491",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
957,What We Do in the Shadows,(2014),86 min,7.6,76        ,"190,692",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
958,Searching,(III) (2018),102 min,7.6,71        ,"172,838",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop."
959,The Blind Side,(2009),129 min,7.6,53        ,"345,562",$255.96M,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
960,Eastern Promises,(2007),100 min,7.6,83        ,"251,357",$17.11M,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
961,The Fly,(1986),96 min,7.6,79        ,"191,727",$40.46M,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
962,The Thin Red Line,(1998),170 min,7.6,78        ,"193,251",$36.40M,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
963,The Birds,(1963),119 min,7.6,90        ,"196,641",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.
964,La piel que habito,(2011),120 min,7.6,70        ,"158,828",$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
965,The Others,(2001),101 min,7.6,74        ,"377,525",$96.52M,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
966,Lethal Weapon,(1987),109 min,7.6,68        ,"266,948",$65.21M,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
967,The Mitchells vs the Machines,(2021),114 min,7.6,81        ,"116,822",%^%^%^,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
968,Despicable Me,(2010),95 min,7.6,72        ,"562,465",$251.51M,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
969,Gone Baby Gone,(2007),114 min,7.6,72        ,"280,852",$20.30M,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
970,Dark Waters,(2019),126 min,7.6,73        ,"94,111",%^%^%^,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
971,Dawn of the Planet of the Apes,(2014),130 min,7.6,79        ,"452,672",$208.55M,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
972,Serbuan maut,(2011),101 min,7.6,73        ,"210,705",$4.11M,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
973,The Jungle Book,(1967),78 min,7.6,65        ,"190,661",$141.84M,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.
974,After Hours,(I) (1985),97 min,7.6,90        ,"74,329",$10.60M,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.
